policy,seed,type,instance,nnodes,nlps,stime,finalgap,50_gap,75_gap,100_gap,150_gap,200_gap,250_gap,300_gap,status,ndomchgs,ncutoffs,walltime,proctime
ml-competitor:svmrank_khalil,8,small,../data/instances/facilities/test_100_100_5/instance_9.lp,247,386,52.485372,0.0,0.002681907892016647,0.002543674963967699,0.002308472648532797,0.0019674263686792607,0.0015949434004261436,0,0,optimal,0,0,52.48544138669968,51.62178181799936
ml-competitor:svmrank_khalil,10,small,../data/instances/facilities/test_100_100_5/instance_9.lp,711,925,110.672294,0.0,0.004545959983857247,0.004244044765111824,0.004233367845059577,0.003917160217002169,0.003917160217002169,0.003917160217002169,0.0036273286087774286,optimal,0,0,110.67236858606339,108.66843891100052
ml-competitor:svmrank_khalil,12,small,../data/instances/facilities/test_100_100_5/instance_9.lp,231,373,44.687662,0.0,0.003591002809197871,0.0033175467881189176,0.002673438403773237,0.002010392354339195,0.0015103313644099761,0,0,optimal,0,0,44.687742279842496,44.539040065000336
gcnn:baseline,4,small,../data/instances/facilities/test_100_100_5/instance_9.lp,221,382,54.491743,0.0,0.003258797846964933,0.0029097861201146645,0.002788647318244043,0.0018869630442429025,0.0009867070604113201,0,0,optimal,0,0,54.491831719875336,53.67313943999943
gcnn:baseline,6,small,../data/instances/facilities/test_100_100_5/instance_9.lp,212,368,58.389717,0.0,0.002822731714818781,0.002822731714818781,0.002759580643146501,0.002190803361022822,0.001394121661912298,0,0,optimal,0,0,58.389784682542086,58.39794460799931
gcnn:baseline,8,small,../data/instances/facilities/test_100_100_5/instance_9.lp,189,328,43.769725,0.0,0.0033660439279211067,0.0026063200698463796,0.002312124793963515,0.0014549741122166962,0,0,0,optimal,0,0,43.7697993516922,43.18608491499981
gcnn:baseline,10,small,../data/instances/facilities/test_100_100_5/instance_9.lp,755,1010,100.380589,0.0,0.0045604492747470205,0.004237697386947987,0.004237697386947987,0.004237697386947987,0.003673277204596381,0.0035167451318138293,0.0031944821471663735,optimal,0,0,100.38065736740828,98.81866283099953
gcnn:baseline,12,small,../data/instances/facilities/test_100_100_5/instance_9.lp,183,338,50.566022,0.0,0.003356811052803937,0.003162787332355936,0.0027881261630477057,0.0024471486718418605,0,0,0,optimal,0,0,50.566106140613556,49.31605776499964
ml-competitor:svmrank_khalil,4,small,../data/instances/facilities/test_100_100_5/instance_10.lp,319,513,83.311454,0.0,0.004109468975618653,0.0028217949235814213,0.0026864424202043954,0.0026864424202043954,0.002277467501750613,0.0011485254836124366,0,optimal,0,0,83.31155046634376,82.25214728099945
ml-competitor:svmrank_khalil,6,small,../data/instances/facilities/test_100_100_5/instance_10.lp,413,601,124.312533,0.0,0.0047764870396304355,0.004685971030003276,0.004685971030003276,0.004624041615823382,0.003914736677401599,0.0036630838818636235,0.0024498349034046568,optimal,0,0,124.31262285448611,122.71433062799952
